"id","schema","name","aliases","birth_date","countries","addresses","identifiers","sanctions","phones","emails","dataset","first_seen","last_seen","last_change"
"plmswia-osoby-haluza-yury","Person","Yury HALUZA","","1964-07-06","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-hanchuk-andrei","Person","Andrei HANCHUK","","1979-03-20","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-hardzei-andrei","Person","Andrei HARDZEI","","1986-08-20","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-hardzeichyk-ivan","Person","Ivan HARDZEICHYK","","1957-10-20","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-harunovich-zhana","Person","Zhana HARUNOVICH","","1970-07-19","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-hatsko-uladzimir","Person","Uladzimir HATSKO","","1970-09-11","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-hedzich-ihar","Person","Ihar HEDZICH","","1971-01-09","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-hershhoryn-uladzislau","Person","Uladzislau HERSHHORYN","","1977-08-19","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-hihin-vadzim","Person","Vadzim HIHIN","","1977-10-21","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-hladki-mikalay","Person","Mikalay HLADKI","","1983-02-04","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-hleb-aleksandr","Person","Aleksandr HLEB","","1981-05-01","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-holub-natallia","Person","Natallia HOLUB","","1987-06-21","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-horbach-andrei","Person","Andrei HORBACH","","1975-05-10","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-hrynko-liudmila","Person","Liudmila HRYNKO","","1981-10-12","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-iankouski-henadz","Person","Henadz IANKOUSKI","","1964-04-09","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-iarokhina-maryia","Person","Maryia IAROKHINA","","1987-07-04","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-ilina-maryna","Person","Maryna ILINA","","1970-11-30","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-inchyna-yuliya","Person","Yuliya INCHYNA","","1992-02-06","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-isachenka-anatol","Person","Anatol ISACHENKA","","1966-03-15","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-ivanets-andrei","Person","Andrei IVANETS","","1984-09-17","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-ivlev-alexander","Person","Alexander IVLEV","","1973-05-26","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-jaroszik-andriej","Person","Andriej JAROSZIK","","1972-12-17","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-jewsijewicz-aleksandr","Person","Aleksandr JEWSIJEWICZ","","1981-12-13","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kaberskaya-tatsiana","Person","Tatsiana KABERSKAYA","","1980-05-17","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kachanava-natallia","Person","Natallia KACHANAVA","","1960-09-25","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kalesniova-alena","Person","Alena KALESNIOVA","","1967-08-07","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kaliada-aleh","Person","Aleh KALIADA","","1965-01-01","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kaliada-siarhei","Person","Siarhei KALIADA","","1959-12-30","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kamarouski-ihar","Person","Ihar KAMAROUSKI","","1971-01-07","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kamornik-petr","Person","Petr KAMORNIK","","1958-04-05","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kananovich-liudmila","Person","Liudmila KANANOVICH","","1966-12-03","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kananovich-yauheni","Person","Yauheni KANANOVICH","","1973-01-11","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kanaplyou-uladzimir","Person","Uladzimir KANAPLYOU","","1954-01-03","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kantor-wiaczeslaw-mosze","Person","Wiaczesław Mosze KANTOR","","1953-09-08","","","","2022-04-26","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kaptsevich-alena","Person","Alena KAPTSEVICH","","1978-06-11","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kaputskaya-kalina","Person","Kalina KAPUTSKAYA","","1975-02-16","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-karaev-jurij","Person","Jurij KARAEV","","1966-06-21","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-karankova-alena","Person","Alena KARANKOVA","","1982-06-11","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-karas-denis","Person","Denis KARAS","","1978-08-18","","","","2022-11-22","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-karota-dzmitry","Person","Dzmitry KAROTA","","1983-12-04","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-karpitski-aliaksandr","Person","Aliaksandr KARPITSKI","","1960-06-28","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-karseka-sergey","Person","Sergey KARSEKA","","1964-06-09","","","","2022-11-22","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-karsiuk-dzmitry","Person","Dzmitry KARSIUK","","1995-07-07","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kaska-ihar","Person","Ihar KASKA","","1971-02-13","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kaspierski-jewgienij","Person","Jewgienij KASPIERSKI","","1965-10-04","","","","2022-04-26","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kastsiukevich-anzhela","Person","Anzhela KASTSIUKEVICH","","1986-08-15","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-katovich-uladzimir","Person","Uladzimir KATOVICH","","1962-12-08","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-katser-siarhei","Person","Siarhei KATSER","","1982-12-25","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kavalenia-aliaksandr","Person","Aliaksandr KAVALENIA","","1946-03-14","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kazakou-kiryl","Person","Kiryl KAZAKOU","","1979-08-23","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kazlouski-aliaksandr","Person","Aliaksandr KAZLOUSKI","","1976-06-17","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-khamiantouski-siarhei","Person","Siarhei KHAMIANTOUSKI","","1978-10-28","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kharoshka-aleh","Person","Aleh KHAROSHKA","","1977-05-22","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-khilinski-stanislau","Person","Stanislau KHILINSKI","","1970-01-12","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-khlabukin-ihar","Person","Ihar KHLABUKIN","","1973-06-08","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-khoma-mikhail","Person","Mikhail KHOMA","","1979-02-17","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-khralenka-uladzimir","Person","Uladzimir KHRALENKA","","1963-09-22","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-khvainitskaia-zhanna","Person","Zhanna KHVAINITSKAIA","","1973-01-07","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kiryak-liliya","Person","Liliya KIRYAK","","1967-12-04","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kisliak-denis","Person","Denis KISLIAK","","1981-05-19","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-klimchuk-maryna","Person","Maryna KLIMCHUK","","1993-03-27","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-klishevich-siarhei","Person","SIARHEI KLISHEVICH","","1990-09-23","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-klyszeuski-andrei","Person","Andrei KLYSZEUSKI","","1984-09-06","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kochyk-aliaksandr","Person","Aliaksandr KOCHYK","","1977-04-24","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kolabau-anton","Person","Anton KOLABAU","","1987-12-07","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kolesnikov-sergey","Person","Sergey KOLESNIKOV","","1972-02-25","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-korda-dzianis","Person","Dzianis KORDA","","1992-02-17","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kostiouk-evgueni","Person","Evgueni KOSTIOUK","","1954-06-13","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kovalchuk-sergey","Person","Sergey KOVALCHUK","","1968-08-14","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-krachak-ina","Person","Ina KRACHAK","","1964-07-18","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kralevich-iryna","Person","Iryna KRALEVICH","","1965-05-12","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-krautsou-siarhei","Person","Siarhei KRAUTSOU","","1975-06-12","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-krech-volha","Person","Volha KRECH","","1969-04-25","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kremianeuskaya-sviatlana","Person","Sviatlana KREMIANEUSKAYA","","1966-07-16","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kryvasheyeu-andrei","Person","Andrei KRYVASHEYEU","","1981-12-02","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kryvela-dzmitry","Person","Dzmitry KRYVELA","","1994-01-22","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kukharonok-ruslan","Person","Rusłan KUKHARONOK","","1982-12-30","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kulichkova-vera","Person","Vera KULICHKOVA","","1973-11-04","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kulik-anastasiya","Person","Anastasiya KULIK","","1989-07-28","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kunts-uladzimir","Person","Uladzimir KUNTS","","1970-12-29","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kurouski-dzmitryi","Person","Dzmitryi KUROUSKI","","1989-05-16","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kursevich-valiantsina","Person","Valiantsina KURSEVICH","","1965-05-13","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kushnarenka-aliaksei","Person","Aliaksei KUSHNARENKA","","1975-08-08","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kviatkevich-mikalay","Person","Mikalay KVIATKEVICH","","1958-05-25","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-kwasza-andriej","Person","Andriej KWASZA","","1985-08-22","","","","2023-05-31","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-lahunova-halina","Person","Halina LAHUNOVA","","1964-11-22","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-lapshou-siarhei","Person","Siarhei LAPSHOU","","1970-12-28","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-laryionau-yury","Person","Yury LARYIONAU","","1990-03-22","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-lazdzin-mikalay","Person","Mikalay LAZDZIN","","1965-09-15","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-lazovik-pavel","Person","Pavel LAZOVIK","","1981-02-23","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-lebedzeva-kseniya","Person","Kseniya LEBEDZEVA","","1987-12-12","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-lenczewskaja-marina","Person","Marina LENCZEWSKAJA","","1971-03-12","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-leparskaya-irina","Person","Irina LEPARSKAYA","","1957-07-27","","","","2023-05-31","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-leshchanka-andrey","Person","Andrey LESHCHANKA","","1972-04-23","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-leszok-fiodor","Person","Fiodor LESZOK","","1996-05-19","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-lewenberg-igor","Person","Igor LEWENBERG","","1969-02-10","","","","2023-10-03","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-liaikouskaia-anastasiya","Person","Anastasiya LIAIKOUSKAIA","","1992-12-22","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-liakhau-aliaksandr","Person","Aliaksandr LIAKHAU","","1962-07-07","","","","2023-05-31","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-liaszenko-igor","Person","Igor LIASZENKO","","1974-11-05","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-liauchuk-aliaksandr","Person","Aliaksandr LIAUCHUK","","1985-08-09","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-liaukovich-iryna","Person","Iryna LIAUKOVICH","","1964-09-28","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-linnik-tatsiana","Person","Tatsiana LINNIK","","1990-03-16","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-lipnevich-mikalai","Person","Mikalai LIPNEVICH","","1982-11-25","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-liskovich-viktar","Person","Viktar LISKOVICH","","1960-09-04","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-liubetskaya-sviatlana","Person","Sviatlana LIUBETSKAYA","","1971-06-03","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-lomakin-anatolij-giennadiejewicz","Person","Anatolij Giennadiejewicz ŁOMAKIN","","1952-06-30","","","","2023-12-07","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-lukanskaya-iryna","Person","Iryna LUKANSKAYA","","1965-05-21","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-lukashenko-viktor","Person","Viktor LUKASHENKO","","1975-11-28","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-lukashevich-dzmitry","Person","Dzmitry LUKASHEVICH","","1982-09-28","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-lukyanau-uladzimir","Person","Uladzimir LUKYANAU","","1972-05-25","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-lushch-sergey","Person","Sergey LUSHCH","","1982-11-05","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-maisevich-yuri","Person","Yuri MAISEVICH","","1960-05-07","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-makarevich-mikhail","Person","Mikhail MAKAREVICH","","1986-10-24","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-makarina-kibak-ludmila","Person","Ludmiła MAKARINA-KIBAK","","1967-04-20","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-makey-volha","Person","Volha MAKEY","","1987-06-17","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-malashenka-volha","Person","Volha MALASHENKA","","1984-05-23","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-mamaiko-ivan","Person","Ivan MAMAIKO","","1974-04-12","","","","2022-11-22","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
"plmswia-osoby-marczuk-igor","Person","Igor MARCZUK","","1972-06-09","","","","2023-05-30","","","Polish List of Persons and Entities Subject to Sanctions","2025-04-28T19:38:23","2025-04-28T19:38:23","2025-04-28T19:38:23"
